Disc,journal,title,vol,year,,issue,pages,PageFrom,PageTp,url,abstract,Author,A1Delim,A2Delim,A3Delim,A4Delim,A5Delim,A6Delim,A7Delim,A8Delim,A9Delim,Auth1,Auth2,Auth3,Auth4,Auth5,Auth6,Auth7,Auth8,Auth9,PgDelim,PgFrom,PgTo,X
6,Academy of Management Learning {\&} Education,Teaching Executives to Implement Organizational Change Using the Change Pro Simulation.,6,2007,,3,415--419,NA,NA,10.5465/AMLE.2007.26361631 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=26361631{\&}site=ehost-live{\&}scope=site,reviews executive simulation software change pro simulation ways,"Weeks, John",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Weeks, John",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,415,419,
6,Academy of Management Learning {\&} Education,The Theory-Application Balance in Management Pedagogy: A Longitudinal Update.,6,2007,,4,484--492,NA,NA,10.5465/AMLE.2007.27694948 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=27694948{\&}site=ehost-live{\&}scope=site,attempt extend previous concerning perceptions educator relative balance theory applications instruction specifically represents update results previous survey data collected decades published wren atherton michaelsen wren buckley michaelsen sample members academy conclude increasing emphasis toward theory compared earlier data collection theory application balance tipped favor theory however significant swing away theory toward application now appear back trends emphasis theory practical application discuss light concerns role theory classrooms author,"Wren, Daniel A; Halbesleben, Jonathon R B; Buckley, M Ronald",15,42,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Wren, Daniel A","Halbesleben, Jonathon R B","Buckley, M Ronald",-x-,-x-,-x-,-x-,-x-,-x-,4,484,492,
6,Academy of Management Learning {\&} Education,A Phenomenographic Study of What It Means to Supervise Doctoral Students.,6,2007,,4,458--474,NA,NA,10.5465/AMLE.2007.27694946 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=27694946{\&}site=ehost-live{\&}scope=site,utilize methodology phenomenography explore doctoral supervisors understand supervision enact understanding practice supervising twenty interviews undertaken supervisors three australian universities uncover lived experiences doctoral supervision five qualitatively different ways conceiving supervisors roles emerged phenomenographic transcripts suggest supervisors undertake similar tasks supervising tasks differently qualitatively different understandings supervision,"Wright, April; Murray, Jane P; Geale, Patricia",14,30,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Wright, April","Murray, Jane P","Geale, Patricia",-x-,-x-,-x-,-x-,-x-,-x-,4,458,474,
6,Academy of Management Learning {\&} Education,Enhancing the Impact of an Open-Enrollment Executive Program Through Assessment.,6,2007,,3,310--320,NA,NA,10.5465/AMLE.2007.26361622 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=26361622{\&}site=ehost-live{\&}scope=site,describe longitudinal action open enrollment senior executive program top tier school period years faculty director program staff made changes meet clients needs creating innovative curriculum design integrates adult human resource development theory executive specifically present year action project grew redesign process demonstrating connections learner focused program practices facilitate assessment program impact discuss integrating assessment curricular design program evaluating benefits program sponsoring companies author,"Yorks, Lyle; Beechler, Schon; Ciporen, Rachel",12,29,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Yorks, Lyle","Beechler, Schon","Ciporen, Rachel",-x-,-x-,-x-,-x-,-x-,-x-,4,310,320,
6,Academy of Management Learning {\&} Education,A Retrospective View of Corporate Diversity Training From 1964 to the Present.,7,2008,,3,356--372,NA,NA,10.5465/AMLE.2008.34251673 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=34251673{\&}site=ehost-live{\&}scope=site,although questioned past years diversity training become common practice corporate arena myriad workforce differences gained increasing attention emphasis training evolved compliance oriented content mid early improving working relationships mid mid focus accepting leveraging dimensions diversity belief enhanced performance will result threefold historical context diversity training corporate america highlight illustrative purposes diversity training experiences two corporations sodexo inc hewitt associates taken comprehensive address current issues context future industry author,"ANAND, ROHINI; WINTERS, MARY-FRANCES",14,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"ANAND, ROHINI","WINTERS, MARY-FRANCES",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,356,372,
6,Academy of Management Learning {\&} Education,Introduction: Foundations and Futures.,7,2008,,4,587,NA,NA,10.5465/AMLE.2008.35882198 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=35882198{\&}site=ehost-live{\&}scope=site,discusses various reviews published section issue including book field guide professors,"Arbaugh, J Ben",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Arbaugh, J Ben",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,#N/A,587,-x-,
6,Academy of Management Learning {\&} Education,Experiential Learning and the Acquisition of Managerial Tacit Knowledge.,7,2008,,2,189--208,NA,NA,10.5465/AMLE.2008.32712617 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=32712617{\&}site=ehost-live{\&}scope=site,tacit knowledge believed one factor distinguishes successful managers others sought determine whether levels accumulated managerial tacit knowledge lamtk associated managers dominant styles instruments involving malaysian public sector employees included sternberg tacit knowledge inventory managers normative version kolb styles inventory lsi iii suggest lamtk independent length subjects general work experience positively related amount time spent working context styles also significant relationship subjects spent time performing functions whose dominant styles accommodating significantly lamtk different styles also found support belief learners strong preference four different abilities defined kolb theory may critical experiential author,"Armstrong, Steve J; Mahmud, Anis",19,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Armstrong, Steve J","Mahmud, Anis",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,189,208,
6,Academy of Management Learning {\&} Education,"Learning on Demand, at Your Own Pace, in Rapid Bite-Sized Chunks: The Future Shape of Management Development?",7,2008,,4,571--586,NA,NA,10.5465/AMLE.2008.35882197 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=35882197{\&}site=ehost-live{\&}scope=site,decades witnessed unprecedented growth executive paradoxically accompanied crisis confidence manifested debates direction relevance outside academia innovative corporate training enterprises increasingly type training distributed time need embedded work context delivered rapid bite sized pieces aim meet participants needs terms depth information coverage timeliness delivery job relatedness draw series interviews associated one enterprise believed exemplar innovative thinking field explore possibility innovations type may something offer mainstream providers terms type style delivery employed,"ARMSTRONG, STEVEN J; SADLER-SMITH, EUGENE",20,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"ARMSTRONG, STEVEN J","SADLER-SMITH, EUGENE",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,571,586,
6,Academy of Management Learning {\&} Education,The Confronting Prejudiced Responses (CPR) Model: Applying CPR in Organizations.,7,2008,,3,332--342,NA,NA,10.5465/AMLE.2008.34251671 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=34251671{\&}site=ehost-live{\&}scope=site,despite increased diversity efforts stigmatized targets report frequent experiences discrimination particularly subtle everyday forms argue confrontation provides targets nontargets way communicate dissatisfaction discriminatory treatment thereby promoting inclusive climate review confronting prejudiced responses cpr modeling goodwin ashburn nardo morris applying principles organizational contexts offer practical suggestions educating people roadblocks confrontation strategies overcoming author,"ASHBURN-NARDO, LESLIE; MORRIS, KATHRYN A; GOODWIN, STEPHANIE A",22,41,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"ASHBURN-NARDO, LESLIE","MORRIS, KATHRYN A","GOODWIN, STEPHANIE A",-x-,-x-,-x-,-x-,-x-,-x-,4,332,342,
6,Academy of Management Learning {\&} Education,Cultivating Systemic Thinking in the Next Generation of Business Leaders.,7,2008,,1,9--25,NA,NA,10.5465/AMLE.2008.31413859 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=31413859{\&}site=ehost-live{\&}scope=site,response criticism train decision makers many school attempted modify graduate program suggest primary ingredient missing attempts comprehensive treatment systemic thinking functions system housed within suggest think systemically propose part description systemic thinking results survey investigates claim think systemically author,"Atwater, J Brian; Kannan, Vijay R; Stephens, Alan A",17,34,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Atwater, J Brian","Kannan, Vijay R","Stephens, Alan A",-x-,-x-,-x-,-x-,-x-,-x-,2,9,25,
6,Academy of Management Learning {\&} Education,From the Editor: Parting Remarks on a Proven Success.,7,2008,,4,450--453,NA,NA,10.5465/AMLE.2008.35882186 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=35882186{\&}site=ehost-live{\&}scope=site,discusses various reports published within issue including mission statements colleges empirical examination content linkages configurations performance,"Bailey, James R",-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Bailey, James R",-x-,-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,450,453,
6,Academy of Management Learning {\&} Education,From the Guest Co-Editors: What Do We Know and Need to Learn About Diversity Education and Training?,7,2008,,3,301--308,NA,NA,10.5465/AMLE.2008.34251669 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=34251669{\&}site=ehost-live{\&}scope=site,introduces series articles diversity training include one leslie ashburn nardo kathryn morris stephanie goodwin stereotyping prejudice one mary lou egan marc bendick diversity material another one carol kulik loriann roberson diversity,"Bell, Myrtle P; Kravitz, David A",15,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"Bell, Myrtle P","Kravitz, David A",-x-,-x-,-x-,-x-,-x-,-x-,-x-,4,301,308,
6,Academy of Management Learning {\&} Education,"Journey to a Different Place: Reflections on Taylor Cox, Jr.'s Career and Research as a Catalyst for Diversity Education and Training.",7,2008,,3,394--405,NA,NA,10.5465/AMLE.2008.34251676 http://0-search.ebscohost.com.libra.naz.edu/login.aspx?direct=true{\&}AuthType=ip{\&}db=bsh{\&}AN=34251676{\&}site=ehost-live{\&}scope=site,discusses diversity training impact taylor cox cox grew civil rights movement done extensive consulting diversity organizational pioneered development training program field career developed different roles organizational consulting even ministry cox integrated book cultural diversity organizational theory practice order compile modeling multiculturalism organizational,"BLAKE-BEARD, STACY D; FINLEY-HERVEY, JOYCELYN A; HARQUAIL, CELIA VIRGINIA",21,48,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,"BLAKE-BEARD, STACY D","FINLEY-HERVEY, JOYCELYN A","HARQUAIL, CELIA VIRGINIA",-x-,-x-,-x-,-x-,-x-,-x-,4,394,405,
