"","c..interviews....russell....ackoff....one....pioneers....career..."
"35386","questionnaire"
"35387","responses"
"35388","identify"
"35389","thematic"
"35390","clusters"
"35391","issues"
"35392","influence"
"35393","intention"
"35394","attend"
"35395","suggest"
"35396","derive"
"35397","sense"
"35398","professional"
"35399","identity"
"35400","attending"
"35401","desirable"
"35402","intention"
"35403","attend"
"35404","also"
"35405","shaped"
"35406","tutor"
"35407","group"
"35408","expectations"
"35409","attendance"
"35410","general"
"35411","maintain"
"35412","view"
"35413","professionalism"
"35414","discipline"
"35415","necessarily"
"35416","equate"
"35417","need"
"35418","physical"
"35419","attendance"
"35420","recruitment"
"35421","international"
"35422","becoming"
"35423","increasingly"
"35424","across"
"35425","globe"
"35426","area"
"35427","researched"
"35428","theoretical"
"35429","underpinning"
"35430","support"
"35431","consumer"
"35432","decision"
"35433","strategies"
"35434","institutions"
"35435","chinese"
"35436","largest"
"35437","group"
"35438","international"
"35439","explores"
"35440","influences"
"35441","effect"
"35442","chinese"
"35443","decision"
"35444","exploratory"
"35445","consisting"
"35446","interviews"
"35447","chinese"
"35448","enrolled"
"35449","course"
"35450","school"
"35451","integrated"
"35452","modeling"
"35453","reflecting"
"35454","influences"
"35455","decision"
"35456","developed"
"35457","analysed"
"35458","data"
"35459","contextualised"
"35460","particular"
"35461","market"
"35462","segment"
"35463","data"
"35464","suggest"
"35465","chinese"
"35466","influenced"
"35467","reputation"
"35468","desire"
"35469","experience"
"35470","western"
"35471","culture"
"35472","facilities"
"35473","institution"
"35474","image"
"35475","reputation"
"35476","school"
"35477","external"
"35478","factors"
"35479","related"
"35480","destination"
"35481","city"
"35482","contributes"
"35483","development"
"35484","literature"
"35485","global"
"35486","decision"
"35487","process"
"35488","within"
"35489","uses"
"35490","survey"
"35491","data"
"35492","strategic"
"35493","usage"
"35494","sabbaticals"
"35495","british"
"35496","school"
"35497","history"
"35498","departments"
"35499","shed"
"35500","light"
"35501","far"
"35502","varies"
"35503","different"
"35504","types"
"35505","subject"
"35506","areas"
"35507","universities"
"35508","obtained"
"35509","show"
"35510","sabbaticals"
"35511","less"
"35512","likely"
"35513","available"
"35514","post"
"35515","universities"
"35516","suggest"
"35517","whether"
"35518","located"
"35519","pre"
"35520","post"
"35521","universities"
"35522","school"
"35523","accord"
"35524","less"
"35525","strategic"
"35526","importance"
"35527","provision"
"35528","sabbaticals"
"35529","history"
"35530","departments"
"35531","backcloth"
"35532","ends"
"35533","considering"
"35534","survey"
"35535","current"
"35536","debates"
"35537","future"
"35538","role"
"35539","school"
"35540","present"
"35541","sought"
"35542","contribute"
"35543","little"
"35544","existing"
"35545","literature"
"35546","fallan"
"35547","martin"
"35548","amp"
"35549","bartol"
"35550","michaels"
"35551","amp"
"35552","levas"
"35553","pringle"
"35554","dubose"
"35555","amp"
"35556","yankey"
"35557","examining"
"35558","whether"
"35559","personality"
"35560","defined"
"35561","big"
"35562","five"
"35563","modeling"
"35564","predicts"
"35565","choice"
"35566","thing"
"35567","oriented"
"35568","opposed"
"35569","person"
"35570","oriented"
"35571","major"
"35572","success"
"35573","identifying"
"35574","personality"
"35575","patterns"
"35576","distinguish"
"35577","enrolled"
"35578","different"
"35579","majors"
"35580","help"
"35581","develop"
"35582","personality"
"35583","profiles"
"35584","might"
"35585","assist"
"35586","undecided"
"35587","choice"
"35588","major"
"35589","information"
"35590","decided"
"35591","ones"
"35592","regarding"
"35593","value"
"35594","choice"
"35595","however"
"35596","profiles"
"35597","confidence"
"35598","relationship"
"35599","personality"
"35600","choice"
"35601","majors"
"35602","conducted"
"35603","borges"
"35604","amp"
"35605","osmon"
"35606","present"
"35607","aims"
"35608","knowledge"
"35609","sample"
"35610","school"
"35611","enrolled"
"35612","compulsory"
"35613","undergraduate"
"35614","course"
"35615","completed"
"35616","online"
"35617","questionnaire"
"35618","results"
"35619","multiple"
"35620","hierarchical"
"35621","logistic"
"35622","regression"
"35623","analyses"
"35624","showed"
"35625","gender"
"35626","personality"
"35627","neuroticism"
"35628","openness"
"35629","experience"
"35630","agreeableness"
"35631","conscientiousness"
"35632","account"
"35633","variance"
"35634","majors"
"35635","choice"
"35636","controlling"
"35637","gender"
"35638","results"
"35639","discussed"
"35640","light"
"35641","choice"
"35642","major"
"35643","success"
"35644","increasingly"
"35645","globalisation"
"35646","generates"
"35647","requirement"
"35648","employees"
"35649","adaptable"
"35650","informed"
"35651","able"
"35652","assimilate"
"35653","report"
"35654","complex"
"35655","contexts"
"35656","demand"
"35657","stimulated"
"35658","increasing"
"35659","internationalisation"
"35660","postgraduate"
"35661","particularly"
"35662","programmes"
"35663","serve"
"35664","needs"
"35665","dynamic"
"35666","industries"
"35667","maritime"
"35668","challenging"
"35669","tutors"
"35670","find"
"35671","ways"
"35672","develop"
"35673","skills"
"35674","effectively"
"35675","international"
"35676","focuses"
"35677","authenticity"
"35678","within"
"35679","context"
"35680","informed"
"35681","involves"
"35682","relationship"
"35683","interdependent"
"35684","core"
"35685","activities"
"35686","investigates"
"35687","authentic"
"35688","may"
"35689","enhance"
"35690","skills"
"35691","reports"
"35692","project"
"35693","aimed"
"35694","develop"
"35695","skills"
"35696","international"
"35697","maritime"
"35698","enrolled"
"35699","maritime"
"35700","masters"
"35701","awards"
"35702","plymouth"
"35703","strategic"
"35704","expose"
"35705","via"
"35706","field"
"35707","visits"
"35708","visiting"
"35709","speakers"
"35710","practical"
"35711","contexts"
"35712","significantly"
"35713","enhanced"
"35714","skills"
"35715","empirical"
"35716","work"
"35717","contributes"
"35718","understanding"
"35719","authenticity"
"35720","confirms"
"35721","importance"
"35722","informed"
"35723","will"
"35724","interest"
"35725","many"
"35726","programmes"
"35727","seek"
"35728","develop"
"35729","skills"
"35730","postgraduate"
"35731","international"
"35732","aim"
"35733","enrich"
"35734","understanding"
"35735","action"
"35736","listening"
"35737","voices"
"35738","participants"
"35739","action"
"35740","set"
"35741","programme"
"35742","final"
"35743","year"
"35744","part"
"35745","time"
"35746","master"
"35747","administration"
"35748","mba"
"35749","programme"
"35750","one"
"35751","school"
"35752","responding"
"35753","calls"
"35754","innovation"
"35755","postgraduate"
"35756","made"
"35757","decision"
"35758","different"
"35759","part"
"35760","time"
"35761","mba"
"35762","introducing"
"35763","action"
"35764","final"
"35765","year"
"35766","methodology"
"35767","dissertation"
"35768","module"
"35769","reports"
"35770","outcome"
"35771","decision"
"35772","focussing"
"35773","experience"
"35774","sets"
"35775","data"
"35776","captured"
"35777","means"
"35778","semi"
"35779","structured"
"35780","questionnaire"
"35781","thematically"
"35782","analysed"
"35783","insights"
"35784","offered"
"35785","aspects"
"35786","set"
"35787","psychological"
"35788","dynamics"
"35789","psychological"
"35790","climate"
"35791","emergence"
"35792","hierarchy"
"35793","sets"
"35794","inevitable"
"35795","leadership"
"35796","struggles"
"35797","follow"
"35798","impact"
"35799","satisfaction"
"35800","set"
"35801","also"
"35802","offers"
"35803","insights"
"35804","action"
"35805","methodology"
"35806","area"
"35807","postgraduate"
"35808","experienced"
"35809","participants"
"35810","examines"
"35811","six"
"35812","key"
"35813","school"
"35814","processes"
"35815","using"
"35816","checkland"
"35817","catwoe"
"35818","mnemonic"
"35819","sipoc"
"35820","modeling"
"35821","lean"
"35822","operations"
"35823","theory"
"35824","shows"
"35825","play"
"35826","number"
"35827","different"
"35828","roles"
"35829","processes"
"35830","customer"
"35831","actor"
"35832","supplier"
"35833","raw"
"35834","material"
"35835","end"
"35836","product"
"35837","also"
"35838","shows"
"35839","play"
"35840","number"
"35841","different"
"35842","roles"
"35843","self"
"35844","processes"
"35845","supplier"
"35846","actor"
"35847","customer"
"35848","concludes"
"35849","viewing"
"35850","customers"
"35851","overly"
"35852","simplistic"
"35853","suggests"
"35854","support"
"35855","staff"
"35856","must"
"35857","accept"
"35858","play"
"35859","multiplicity"
"35860","roles"
"35861","sometimes"
"35862","simultaneously"
"35863","school"
"35864","processes"
"35865","suggests"
"35866","awareness"
"35867","among"
"35868","different"
"35869","processes"
"35870","taking"
"35871","place"
"35872","roles"
"35873","play"
"35874","processes"
"35875","will"
"35876","improve"
"35877","ability"
"35878","universities"
"35879","carry"
"35880","mission"
"35881","reports"
"35882","cycle"
"35883","action"
"35884","project"
"35885","discussed"
"35886","burns"
"35887","foo"
"35888","seeks"
"35889","explore"
"35890","issues"
"35891","previously"
"35892","lacked"
"35893","clarity"
"35894","particular"
"35895","formative"
"35896","feedback"
"35897","literacy"
"35898","acted"
"35899","upon"
"35900","formative"
"35901","feedback"
"35902","intervention"
"35903","ffi"
"35904","increased"
"35905","confidence"
"35906","preparing"
"35907","summative"
"35908","assessments"
"35909","also"
"35910","considers"
"35911","whether"
"35912","assignment"
"35913","grade"
"35914","beneficial"
"35915","earlier"
"35916","cycles"
"35917","asked"
"35918","give"
"35919","written"
"35920","reflections"
"35921","using"
"35922","gibbs"
"35923","reflective"
"35924","modeling"
"35925","later"
"35926","via"
"35927","semi"
"35928","structured"
"35929","questionnaire"
"35930","cycle"
"35931","depth"
"35932","interviews"
"35933","also"
"35934","carried"
"35935","rich"
"35936","data"
"35937","opportunity"
"35938","ask"
"35939","follow"
"35940","questions"
"35941","show"
"35942","feedback"
"35943","shared"
"35944","transferred"
"35945","assignment"
"35946","apparent"
"35947","ffi"
"35948","emotional"
"35949","impact"
"35950","grade"
"35951","appears"
"35952","highly"
"35953","valued"
"35954","although"
"35955","element"
"35956","competition"
"35957","exists"
"35958","appears"
"35959","self"
"35960","motivation"
"35961","monitoring"
"35962","progress"
"35963","principals"
"35964","often"
"35965","challenging"
"35966","may"
"35967","extensive"
"35968","experience"
"35969","objectives"
"35970","process"
"35971","using"
"35972","chess"
"35973","simulation"
"35974","experiential"
"35975","faculty"
"35976","may"
"35977","consider"
"35978","using"
"35979","help"
"35980","introduce"
"35981","illustrate"
"35982","concepts"
"35983","simulation"
"35984","numerous"
"35985","levels"
"35986","involvement"
"35987","planning"
"35988","negotiation"
"35989","seeing"
"35990","touching"
"35991","feedback"
"35992","application"
"35993","thus"
"35994","may"
"35995","enduring"
"35996","lesson"
"35997","participants"
"35998","simulation"
"35999","objectives"
"36000","debrief"
"36001","points"
"36002","correlate"
"36003","activities"
"36004","experience"
"36005","chess"
"36006","match"
"36007","principles"
"36008","simulation"
"36009","unfolds"
"36010","will"
"36011","apply"
"36012","principles"
"36013","debrief"
"36014","will"
"36015","discover"
"36016","utilizing"
"36017","principles"
"36018","game"
"36019","thus"
"36020","gained"
"36021","experience"
"36022","application"
"36023","principals"
"36024","sum"
"36025","found"
"36026","chess"
"36027","simulation"
"36028","proven"
"36029","enjoyable"
"36030","illustrating"
"36031","reinforcing"
"36032","concepts"
"36033","aim"
"36034","describe"
"36035","evaluate"
"36036","discuss"
"36037","new"
"36038","agile"
"36039","project"
"36040","similar"
"36041","subjects"
"36042","agile"
"36043","subject"
"36044","domain"
"36045","work"
"36046","scrum"
"36047","popular"
"36048","agile"
"36049","methodology"
"36050","mostly"
"36051","software"
"36052","development"
"36053","project"
"36054","supported"
"36055","wikis"
"36056","natural"
"36057","platform"
"36058","simulation"
"36059","software"
"36060","development"
"36061","environments"
"36062","evaluation"
"36063","indicate"
"36064","enables"
"36065","creation"
"36066","significant"
"36067","prepares"
"36068","life"
"36069","long"
"36070","increases"
"36071","employability"
"36072","however"
"36073","knowledge"
"36074","gains"
"36075","resulting"
"36076","wiki"
"36077","interactions"
"36078","found"
"36079","quantitative"
"36080","qualitative"
"36081","results"
"36082","also"
"36083","imply"
"36084","despite"
"36085","active"
"36086","promotion"
"36087","agile"
"36088","values"
"36089","communication"
"36090","feedback"
"36091","issues"
"36092","regarding"
