"","words","term.freq","doc.freq"
"10815","focal",9,9
"10824","judges",9,5
"10952","loop",9,8
"10991","bicultural",9,2
"11174","practiced",9,8
"11193","twice",9,6
"11335","attribution",9,6
"11456","mentees",9,3
"11522","retrieval",9,6
"11719","learnt",9,6
"11853","diary",9,5
"11881","lone",9,3
"11893","abstracts",9,9
"12081","immersion",9,7
"12700","sparse",9,9
"12734","jordan",9,9
"12739","likewise",9,9
"12778","charter",9,4
"12926","minors",9,5
"12949","hip",9,1
"13004","workspace",9,2
"13144","courage",9,7
"13408","quotes",9,6
"13999","phenomenographic",9,8
"14097","boston",9,5
"14261","patients",9,5
"14538","polling",9,2
"15001","lia",9,2
"15390","branding",9,7
"15779","cement",9,2
"15933","collar",9,3
"17240","addiction",9,1
"17302","oracle",9,7
"17397","cis",9,6
"17654","abap",9,1
"220","invites",8,8
"258","starts",8,8
"288","entitled",8,8
"401","kept",8,8
"808","proceed",8,8
"850","spans",8,8
"936","acquisitions",8,8
"974","went",8,8
"1077","ias",8,6
"1127","wbh",8,2
"1195","instructed",8,6
"1205","expensive",8,8
"1232","antecedent",8,6
"1269","iasb",8,8
"1287","sells",8,7
"1339","assertions",8,7
"1357","appreciated",8,6
"1404","gas",8,7
"1420","millennium",8,7
"1427","root",8,7
"1597","accrual",8,5
"1662","receivables",8,7
"1733","remedial",8,6
"1827","candidacy",8,2
"1893","regressions",8,7
"1998","troublesome",8,7
"2013","solicited",8,8
"2076","ambitious",8,8
"2079","altering",8,8
"2090","bookkeeping",8,5
"2241","metric",8,8
"2290","predominately",8,8
"2327","preventing",8,8
"2365","agent",8,5
"2373","misleading",8,8
"2382","charitable",8,6
"2460","yields",8,8
"2486","diminished",8,8
"2489","solomon",8,7
"2512","coordinators",8,6
"2537","conservative",8,8
"2565","textual",8,6
"2614","tagging",8,4
"2623","judging",8,7
"2642","deferred",8,7
"2691","calibration",8,4
"2701","decreased",8,8
"2725","deficit",8,5
"2737","partnering",8,7
"2765","commonalities",8,8
"2824","super",8,7
"2831","discounts",8,6
"2832","purchases",8,8
"2891","imbalance",8,8
"2912","suitability",8,6
"3012","conditional",8,5
"3100","concentrated",8,8
"3127","void",8,8
"3137","albeit",8,8
"3152","ending",8,7
"3164","bit",8,7
"3279","chronicles",8,8
"3282","supervisor",8,7
"3324","thing",8,8
"3358","approximation",8,8
"3398","leaves",8,8
"3429","sas",8,6
"3486","encompassing",8,8
"3509","lively",8,8
"3564","lewis",8,7
"3604","persist",8,8
"3622","criminal",8,7
"3634","invaluable",8,8
"3649","harder",8,7
"3688","flowchart",8,4
"3721","nonfinancial",8,6
"3724","phone",8,7
"3726","putting",8,7
"3770","detailing",8,8
"3778","empower",8,8
"3781","combat",8,7
"3789","accelerated",8,8
"3805","extensible",8,7
"3841","intra",8,7
"3906","uncomfortable",8,7
"3913","undergoing",8,8
"3915","thomas",8,7
"3937","reinforcement",8,6
"3952","contingency",8,7
"3956","publisher",8,5
"3989","omitted",8,8
"3992","nominal",8,7
"3999","observers",8,8
"4033","detecting",8,8
"4079","enriched",8,8
"4217","replicates",8,8
"4229","federated",8,1
"4234","judge",8,6
"4258","divisions",8,7
"4265","returned",8,6
"4291","approached",8,8
"4341","surveying",8,5
"4343","manufactures",8,7
"4344","figure",8,8
"4373","convert",8,8
"4374","hall",8,8
"4391","backward",8,6
"4395","infinite",8,5
"4437","drug",8,5
"4450","horizons",8,7
"4461","bear",8,7
"4472","anywhere",8,8
"4473","affordable",8,8
"4478","attain",8,8
"4488","gradually",8,8
"4523","wdi",8,1
"4538","turned",8,8
"4551","justified",8,8
"4599","commitments",8,5
"4612","struggles",8,5
"4614","ohio",8,7
"4665","renewed",8,8
"4685","opened",8,8
"4732","proponents",8,7
"4762","rejection",8,5
"4795","eventual",8,8
"4822","defense",8,8
"4875","criterion",8,8
"4889","apple",8,7
"4928","cvp",8,4
"4945","resolving",8,8
"4979","unrelated",8,8
"4981","hopes",8,8
"5010","chat",8,7
"5035","sit",8,7
"5047","designation",8,7
"5059","paucity",8,8
"5063","tracks",8,8
"5112","conceptualized",8,8
"5116","acronym",8,3
"5160","transportation",8,8
"5295","manually",8,7
"5299","scant",8,8
"5321","washington",8,8
"5322","wamu",8,1
"5360","anchoring",8,5
"5368","mention",8,8
"5378","thereof",8,8
"5461","resort",8,6
"5463","marketable",8,8
"5574","replication",8,8
"5635","deemed",8,8
"5745","toy",8,7
"5749","commodity",8,5
"5758","drew",8,8
"5760","automotive",8,3
"5761","underpinning",8,8
"5815","invested",8,8
"5839","biotechnology",8,2
"5850","mexico",8,6
"5883","unrealistic",8,8
"5931","caucasian",8,4
"6012","anyone",8,7
"6022","roughly",8,7
"6091","cisco",8,3
"6113","strengthened",8,8
"6115","tradeoffs",8,8
"6126","binary",8,7
"6273","beer",8,6
"6280","tactical",8,7
"6290","macros",8,7
"6323","jointly",8,8
"6340","affiliated",8,7
"6375","nontechnical",8,8
"6385","payoffs",8,7
"6402","queue",8,5
"6406","succeeding",8,7
"6451","suffering",8,7
"6482","scalable",8,7
"6510","algebraic",8,8
"6525","chicago",8,7
"6563","sudoku",8,3
"6611","carnegie",8,8
"6622","generates",8,8
"6625","visually",8,8
"6644","turkey",8,7
"6676","flight",8,5
"6714","engineers",8,7
"6765","hurricane",8,3
"6795","filling",8,3
"6833","explosion",8,8
"6842","certainly",8,8
"6866","push",8,8
"6877","collaborate",8,8
"6898","synergy",8,8
"7015","courseware",8,5
"7032","measurable",8,8
"7035","eleven",8,7
"7095","convention",8,7
"7126","algorithmic",8,6
"7147","blending",8,6
"7177","carbon",8,5
"7207","analytically",8,8
"7224","learnings",8,6
"7225","dissertations",8,4
"7252","grows",8,8
"7266","script",8,7
"7267","graphically",8,8
"7268","ccpm",8,1
"7270","ssm",8,2
"7399","tailor",8,8
"7470","scholastic",8,6
"7478","unclear",8,8
"7527","posting",8,8
"7532","obligations",8,8
"7556","proportions",8,5
"7584","midwest",8,8
"7586","determinant",8,7
"7632","sequencing",8,5
"7641","accountable",8,8
"7687","enrolling",8,6
"7718","writings",8,8
"7747","tuition",8,7
"7752","convergent",8,6
"7787","simplistic",8,7
"7799","weblog",8,1
"7825","usable",8,7
"7829","inhibit",8,8
"7838","disparity",8,8
"7873","campaigns",8,6
"7927","categorization",8,6
"7942","adaptable",8,8
"7951","precollege",8,6
"7956","ann",8,2
"7963","individualism",8,8
"8039","predominant",8,7
"8091","origin",8,8
"8119","impossible",8,8
"8124","ksas",8,4
"8187","improvisational",8,7
"8238","utaut",8,3
"8254","contest",8,6
"8266","seating",8,4
"8271","sociological",8,7
"8352","solow",8,5
"8377","coefficient",8,6
"8389","nobel",8,7
"8497","seat",8,5
"8537","liquidity",8,6
"8539","household",8,7
"8617","disconnect",8,7
"8811","selective",8,7
"8813","moderating",8,8
"8855","chi",8,8
"8872","refinement",8,8
"8878","derivatives",8,8
"8901","acknowledged",8,7
"8924","lays",8,8
"8936","competitor",8,7
"8944","rationality",8,7
"9048","stimuli",8,7
"9071","northeast",8,7
"9266","titled",8,8
"9294","terminal",8,7
"9311","airways",8,3
"9330","memorable",8,8
"9366","groupings",8,8
"9370","bootstrapping",8,3
"9397","diversification",8,7
"9440","mill",8,4
"9481","malaysia",8,6
"9492","imagine",8,8
"9524","asp",8,7
"9532","germany",8,7
"9547","miss",8,4
"9607","strictly",8,7
"9757","deliberation",8,6
"9781","roundtable",8,5
"9806","atmosphere",8,7
"9831","discovering",8,7
"9842","adaptability",8,7
"9875","convince",8,8
"9885","arguing",8,7
"9894","ecological",8,6
"9896","heighten",8,8
"9968","pupils",8,2
"10020","scaffolded",8,4
"10029","ccs",8,3
"10046","widening",8,7
"10051","app",8,2
"10053","interviewees",8,8
"10125","aged",8,6
"10138","analysing",8,7
"10143","labour",8,7
"10245","cohesiveness",8,5
"10266","sampled",8,8
"10286","stimulates",8,8
"10327","unprecedented",8,8
"10419","fantasy",8,5
"10471","linkage",8,8
"10480","constituencies",8,7
"10601","artistic",8,3
"10658","stressors",8,4
"10746","groupwork",8,4
"10782","notions",8,7
"10802","biggest",8,8
"10826","pyramid",8,4
"10876","realizing",8,7
"10893","elaboration",8,8
"11022","photo",8,4
"11108","anonymity",8,4
"11147","resilience",8,4
"11158","myths",8,8
"11221","agendas",8,8
"11275","intersection",8,6
"11392","gss",8,3
"11677","subsistence",8,2
"11824","qualification",8,8
"11942","cfa",8,3
"11994","firstly",8,7
"12021","textless",8,7
"12267","marine",8,2
"12295","howard",8,7
"12340","glasgow",8,8
"12346","marriott",8,3
"12655","dyad",8,5
"12682","export",8,5
"12686","quotient",8,6
"12713","intergenerational",8,2
"12716","eci",8,2
"12866","scott",8,2
"12991","bailey",8,5
"13030","head",8,5
"13207","guarantee",8,5
"13222","gordon",8,7
"13598","swap",8,2
"13650","missouri",8,4
"13899","swe",8,1
"13901","configuration",8,6
"13977","tqa",8,1
"14027","connectivity",8,8
"14068","stewardship",8,6
"14105","anticipatory",8,3
"14561","leaders",8,5
"14942","roi",8,3
"15042","northeastern",8,7
"15044","yld",8,1
"15451","podcasting",8,4
"15453","pogil",8,2
"15788","tipping",8,1
"16492","objectively",8,7
"17166","noi",8,1
"17417","hims",8,1
"18001","gamification",8,2
"97","impairments",7,3
"122","portions",7,7
"126","disclosed",7,7
"130","excerpts",7,7
"187","psi",7,4
"432","worksheets",7,7
"434","monthly",7,5
"461","engagements",7,7
"469","objectivity",7,7
"541","citizen",7,6
"589","sheds",7,7
"760","july",7,7
"836","ima",7,5
"881","abuse",7,4
"976","capitalization",7,7
"1087","grapple",7,7
"1110","visualize",7,7
"1166","ranges",7,6
"1257","nonetheless",7,7
"1360","arises",7,7
"1368","suggestion",7,7
"1486","nursing",7,5
"1503","legitimate",7,7
"1585","vice",7,6
"1639","chocolate",7,5
"1651","pros",7,7
"1652","cons",7,7
"1659","wholesale",7,6
"1720","nothing",7,7
"1722","mastering",7,7
"1766","impose",7,7
"1796","cpas",7,6
"1996","teaching",7,6
"2032","missed",7,5
"2075","dividends",7,4
"2147","downward",7,6
"2202","depicts",7,7
"2211","recurring",7,7
"2237","vote",7,5
"2257","scorecard",7,7
"2329","backdrop",7,7
"2331","proliferation",7,7
"2375","protected",7,6
"2546","nondoctoral",7,6
"2547","professorial",7,6
"2559","mandates",7,7
"2562","regularly",7,7
"2588","child",7,6
"2613","schema",7,6
"2621","severity",7,4
"2663","pose",7,7
"2670","offshore",7,6
"2711","seventy",7,7
"2713","quarters",7,7
"2723","disabilities",7,3
"2730","colored",7,3
"2797","deviant",7,4
"2879","aggregated",7,6
"2901","engender",7,7
"2908","prompts",7,7
"2913","recognizes",7,7
"2939","policymakers",7,7
"2993","tries",7,7
"3029","baby",7,5
"3034","replacing",7,7
"3044","taylor",7,4
"3130","standardization",7,7
"3138","imperfect",7,7
"3203","truth",7,6
"3211","finish",7,7
"3294","investigators",7,4
"3335","registration",7,7
"3342","durable",7,4
"3382","conversion",7,7
"3405","opposite",7,7
"3439","fictional",7,7
"3493","posed",7,7
"3496","kpmg",7,6
"3538","colleague",7,7
"3555","tells",7,7
"3556","cotton",7,3
"3558","manufacture",7,7
"3571","exceeded",7,7
"3606","fulfillment",7,6
"3614","classifying",7,7
"3619","misappropriation",7,7
"3636","cultivating",7,7
"3686","transcript",7,7
"3692","flowcharting",7,2
"3693","acl",7,3
"3716","phones",7,7
"3750","subscription",7,3
"3768","comparability",7,5
"3775","drives",7,7
"3787","jim",7,2
"3868","theorists",7,6
"3884","shopping",7,6
"3888","sizable",7,7
"3896","auto",7,6
"3904","bonus",7,6
"4038","observable",7,7
"4059","dropped",7,7
"4070","toys",7,6
"4084","optimistic",7,7
"4087","indirectly",7,7
"4094","apparently",7,7
"4116","consolidate",7,7
"4120","consist",7,7
"4129","factual",7,7
"4180","march",7,7
"4192","inventories",7,6
"4201","interval",7,5
"4215","behave",7,7
"4223","decomposition",7,5
"4241","variants",7,6
"4250","switch",7,7
"4262","mailed",7,7
"4268","devise",7,7
"4297","exposing",7,7
"4299","lawsuit",7,6
"4324","recruited",7,6
"4366","beverage",7,6
"4390","vectors",7,4
"4419","delight",7,4
"4438","overstated",7,7
"4443","treating",7,7
"4484","positioned",7,7
"4516","laid",7,7
"4580","scheduled",7,7
"4602","season",7,4
"4621","arrival",7,5
"4629","costly",7,7
"4658","visibility",7,7
"4706","culminating",7,7
"4710","myriad",7,7
"4754","collectively",7,7
"4766","manifested",7,7
"4807","thoroughly",7,7
"4821","witness",7,7
"4835","wake",7,7
"4849","manipulate",7,7
"4862","occasionally",7,7
"4898","machine",7,6
"4912","metropolitan",7,7
"4941","altered",7,7
"4994","carrier",7,6
"5028","nonmajors",7,7
"5052","simplicity",7,6
"5125","overestimate",7,6
"5134","baseline",7,7
"5190","prompt",7,7
"5211","kennedy",7,4
"5226","motivators",7,4
"5231","struggled",7,7
"5284","whistle",7,3
"5327","deposit",7,6
"5359","adversely",7,7
"5424","fired",7,4
"5467","subtle",7,7
"5592","locate",7,6
"5603","incumbent",7,7
"5605","hurdles",7,6
"5630","bids",7,4
"5694","termination",7,4
"5697","directing",7,7
"5734","dropping",7,7
"5741","extracted",7,7
"5770","provocative",7,6
"5777","adept",7,4
"5788","hedging",7,5
"5810","alleviate",7,7
"5830","odds",7,6
"5832","authorities",7,6
"5866","extract",7,7
"5900","exact",7,7
"5901","license",7,4
"5909","unsuccessful",7,6
"5912","shifted",7,6
"5918","conveyed",7,7
"5956","parallels",7,7
"6020","inability",7,7
"6027","adherence",7,7
"6042","logs",7,4
"6062","pursuits",7,7
"6081","cfc",7,3
"6201","craft",7,7
"6205","queuing",7,6
"6234","par",7,5
"6245","implies",7,7
"6341","geography",7,4
"6354","stresses",7,7
"6367","limitation",7,7
"6376","quantify",7,7
"6421","pert",7,3
"6433","amenable",7,7
"6470","progresses",7,7
"6502","missing",7,7
"6518","progressively",7,7
"6520","optimum",7,5
"6524","inexperienced",7,7
"6552","markedly",7,7
"6583","finished",7,7
"6640","doctors",7,5
"6649","replacement",7,5
"6659","intriguing",7,7
"6668","lose",7,7
"6688","lifetime",7,5
"6699","battle",7,7
"6755","contacts",7,7
"6773","compilation",7,7
"6774","engines",7,5
"6844","roots",7,7
"6900","cio",7,5
"6966","bargaining",7,5
"6972","win",7,6
"7006","doubt",7,6
"7026","taxonomies",7,3
"7124","heuristics",7,5
"7134","paul",7,4
"7157","theater",7,4
"7176","emissions",7,4
"7178","unbiased",7,7
"7256","offset",7,7
"7272","conceived",7,6
"7283","emphasises",7,7
"7323","rote",7,6
"7354","parcel",7,2
"7372","britain",7,6
"7409","hits",7,1
"7445","posits",7,7
"7451","lesser",7,7
"7480","dance",7,5
"7485","persistence",7,6
"7504","replaced",7,7
"7512","causing",7,7
"7519","redesigning",7,7
"7529","onto",7,7
"7555","paired",7,7
"7561","aforementioned",7,7
"7591","dynamically",7,7
"7596","kiasu",7,3
"7597","oneself",7,7
"7606","detrimental",7,6
"7612","prototyping",7,6
"7615","impetus",7,7
"7640","coordination",7,7
"7712","universally",7,7
"7729","competitions",7,5
"7736","seemed",7,7
"7748","newer",7,7
"7764","artifacts",7,6
"7802","ordinary",7,7
"7809","contagion",7,5
"7853","wave",7,3
"7865","unifying",7,7
"7924","remember",7,7
"7948","phds",7,7
"7961","posit",7,7
"7996","trigger",7,7
"7997","caring",7,6
"8006","zones",7,6
"8014","intertemporal",7,5
"8016","aversion",7,7
"8065","ocean",7,5
"8104","sci",7,2
"8105","alternatively",7,7
"8108","disruptions",7,4
"8110","hosted",7,7
"8113","experientially",7,7
"8147","framed",7,7
"8205","nurturing",7,7
"8248","logistical",7,6
"8253","disasters",7,4
"8260","runs",7,5
"8416","erasmus",7,4
"8441","inefficient",7,6
"8467","hone",7,7
"8572","ford",7,3
"8577","hostile",7,6
"8579","army",7,6
"8613","maximizes",7,5
"8628","cheated",7,4
"8657","tracking",7,6
"8665","park",7,5
"8674","frontier",7,5
"8698","gamble",7,5
"8729","stakes",7,5
"8732","deviation",7,5
"8768","regulate",7,6
"8786","cap",7,4
"8795","unemployment",7,6
"8816","transitions",7,7
"8835","frank",7,7
"8937","falls",7,7
"8974","expression",7,7
"8980","fuller",7,7
"8993","reciprocity",7,6
"9065","unmet",7,6
"9081","impression",7,7
"9086","korean",7,5
"9094","achievements",7,7
"9098","noting",7,7
"9151","handheld",7,3
"9229","intend",7,7
"9248","lag",7,6
"9339","physics",7,5
"9352","exceeds",7,7
"9372","opposing",7,7
"9384","ideology",7,7
"9410","transmission",7,6
"9423","gold",7,4
"9431","secret",7,2
"9434","windows",7,7
"9448","striking",7,7
"9482","thailand",7,3
"9514","families",7,7
"9526","fss",7,2
"9624","approaching",7,7
"9645","dataset",7,5
"9719","retrospective",7,7
"9823","austria",7,5
"9858","hitherto",7,7
"9906","acted",7,6
"10015","pioneer",7,7
"10070","catalyst",7,7
"10105","promotions",7,7
"10132","italy",7,4
"10222","redesigned",7,6
"10246","podcast",7,5
"10274","login",7,2
"10308","disability",7,5
"10323","leaderless",7,2
"10326","democratic",7,7
"10393","hris",7,2
"10505","blindness",7,3
"10533","dominance",7,6
"10607","honest",7,7
"10613","boring",7,7
"10621","epistemological",7,5
"10626","exclusion",7,6
"10703","transcend",7,7
"10724","sensing",7,6
"10743","deliberations",7,7
"10780","socratic",7,5
"10823","judged",7,7
"10871","venues",7,6
"10899","entrepreneurial",7,4
"10970","lanka",7,3
"11031","alice",7,3
"11062","handled",7,7
"11083","turns",7,7
"11261","acculturation",7,5
"11297","destinations",7,6
"11365","poster",7,2
"11411","iron",7,3
"11484","masculinity",7,5
"11526","champions",7,4
"11610","mainland",7,4
"11650","principled",7,5
"11736","dedication",7,6
"11749","doctrine",7,4
"11776","api",7,2
"11784","mother",7,6
"11882","embraced",7,7
"11914","poorer",7,6
"11917","olympic",7,3
"12043","observational",7,5
"12061","utilising",7,7
"12199","scottish",7,6
"12221","separated",7,7
"12235","chef",7,5
"12255","streamline",7,7
"12337","recruits",7,6
"12368","grouping",7,4
"12411","gen",7,3
"12460","strategically",7,7
"12605","elderly",7,1
"12617","internationalize",7,6
"12644","rose",7,6
"12687","activist",7,2
"12757","asu",7,4
"12899","wellbeing",7,4
"12952","ebay",7,3
"12970","wind",7,4
"12976","hot",7,7
"13084","indiana",7,2
"13097","minded",7,5
"13114","posited",7,7
"13214","fed",7,3
"13323","nelson",7,5
"13386","lattice",7,3
"13792","judgement",7,5
"13815","iaaer",7,5
"13903","bulletin",7,5
"13940","reinvestment",7,3
"14001","mcqs",7,1
"14095","cagi",7,1
"14451","whiting",7,2
